facility_name,facility_type,full_address,latitude,longitude
Jubilee Lodge,Other,"401, meyers ave, kinistino, sk, S0J 1H0",52.952367,-105.026571
Kamsack Home Care Office,Clinic,"341, stewart street, kamsack, sk, S0A 1S0",51.556726,-101.887773
Kamsack Hospital and Nursing Home,Hospital,"341, stewart street, kamsack, sk, S0A 1S0",51.556726,-101.887773
Kamsack Public Health Office,Clinic,"359, queen elizabeth blvd., kamsack, sk, S0A 1S0",51.564956,-101.886061
Kelvindell Lodge,Other,"701, 6 avenue w, kelvington, sk, S0A 1W0",52.157816,-103.526689
Goundrey Home,Other,"8645, goundrey st, mission, bc, V2V 6V5",49.158835,-122.27779
Kelvington Hospital,Hospital,"512, 1 ave s, kelvington, sk, S0A 1W0",52.158065,-103.526917
Kerrobert Hospital,Hospital,"115, manitoba ave, kerrobert, sk, S0L 1R0",51.913666,-109.131866
Kerrobert Integrated Health Centre,Hospital,"635, alberta avenue, kerrobert, sk, S0L 1R0",51.917673,-109.14045
Kidney Health Centre,Clinic,"235, albert street n, regina, sk, S4R 3C2",50.479628000000005,-104.617155
Kindersley Hospital,Hospital,"1003, 1 st w, kindersley, sk, S0L 1S2",51.470908,-109.164454
Kinistino Primary Health Care Clinic,Clinic,"401, meyers ave, kinistino, sk, S0J 1H0",52.95188100000001,-105.02551499999998
Kipling Integrated Health Centre,Hospital,"906, industrial drive, kipling, sk, S0G 2S0",50.101613,-102.641269
Covenant Health Our Lady of the Rosary Hospital,Hospital,"5402, 47 st, castor, ab, T0C 0X0",52.2234403,-111.9068616
Gpar # 1,Other,"1377, driftwood cres, smithers, bc, V0J 2N0",54.790499,-127.16713
Kipling Medical Clinic,Clinic,"200, 4 street, kipling, sk, S0G 2S0",50.09823,-102.624357
Kipling Memorial Health Centre,Hospital,"803, 1 st, kipling, sk, S0G 2S0",50.1023016,-102.6381096
Kliniek on Main,Clinic,"351, main street, moose jaw, sk, S6H 0W2",50.393553999999995,-105.534454
Kyle District Health Centre,Clinic,"208, 3 avenue e, kyle, sk, S0L 1T0",50.827971999999995,-108.037257
l. Gervais Memorial Health Centre,Clinic,"100, 1 avenue n, goodsoil, sk, S0M 1A0",53.387999,-108.962519
Graceland Gates,Other,"6587, 238 st, langley, bc, V2Y 2H5",49.1216231,-122.56590690000002
LA LOCHE HEALTH CENTRE,Hospital,"NA, dene rd, la loche, sk, S0M 1G0",56.491177,-109.450785
LA RONGE HEALTH CENTRE,Hospital,"227, backlund st, la ronge, sk, S0J 1L0",55.105254,-105.28969
Lady Minto Health Care Center,Clinic,"1513, 1 avenue s, edam, sk, S0M 0V0",53.18399,-108.766409
Lake Health Centre & Special Care Home,Hospital,"510, 2 st, loon lake, sk, S0M 1L0",54.027538,-109.158882
Lakeside Manor Care Home,Other,"101, crescent lake road, saltcoats, sk, S0A 3R0",51.038146000000005,-102.160342
Lakeview Pioneer Lodge,Other,"400, 1st st n po box 189, wakaw, sk, S0K 4P0",52.65120600000001,-105.745998
Graham Avenue Residence,Other,"4823, graham ave, terrace, bc, V8G 1A9",54.505590000000005,-128.60227
Lampman Community Health Centre,Clinic,"309, 2 avenue, lampman, sk, S0C 1N0",49.378534,-102.758982
Langenburg Health Care Complex,Clinic,"200, heritage drive, langenburg, sk, S0A 2A0",51.386844,-104.414514
Langham Senior Citizen's Home,Other,"140, main st e, langham, sk, S0K 2L0",52.360344,-106.960403
Lanigan Hospital,Hospital,"36, downing street e, lanigan, sk, S0K 2M0",51.851471999999994,-105.023947
Last Mountain Pioneer Home,Other,"700, prospect ave. po box 459, strasbourg, sk, S0G 4V0",51.072214,-104.958274
Leader and District Integrated Healthcare Facility,Hospital,"400, 1 street w, leader, sk, S0N 1H0",50.890917,-109.541118
Grant House,Other,"7134, grant rd, sooke, bc, V9Z 0N6",48.373794,-123.74731
Leader Hospital,Hospital,"423, main st e, leader, sk, S0N 1H0",50.890964,-109.541368
Leoville Medical Clinic,Clinic,"NA, 1 ave, leoville, sk, S0J 1N0",53.629951,-107.549492
Leroy Community Health & Social Centre,Clinic,"2po, leroy sk sok, leroy, sk, S0J 1N0",52.001224,-104.737
Lifelabs - Albert Park,Clinic,"3984, albert street, regina, sk, S0J 1N0",50.416136,-104.619194
Lifelabs - Gardiner Park,Clinic,"372, university park drive, regina, sk, S0J 1N0",50.43562,-104.556052
Lifelabs - Normanview Crossing,Clinic,"344, mccarthy blvd n, regina, sk, S0J 1N0",50.482015999999994,-104.666163
Lifelabs - Towers Mall,Clinic,"2723, avonhurst drive, regina, sk, S0J 1N0",50.469947,-104.62006
Lifelabs- Broad Street,Clinic,"2162, broad street, regina, sk, S0J 1N0",50.444417,-104.606971
Lloydminster & Area Home Care Services,Other,"3830, 43 avenue, lloydminster, sk, S9V 1Y3",55.532126,-106.141224
Lloydminster Hospital,Hospital,"3820, 43 ave, lloydminster, sk, S9V 1Y5",53.272630500000005,-109.9895267
Grant St. East,Other,"2364, grant st, abbotsford, bc, V2T 2M7",49.045139299999995,-122.343495
Lloydminster Mental Health & Addictions Services,Other,"3830-43, avenue, lloydminster, sk, S9V 1Y3",55.532126,-106.141224
Long Lake Valley Integrated Facility,Other,"NA, po box 180, imperial, sk, S0G 2J0",51.344404,-105.443397
Lumsden and District Heritage Home,Other,"10, aspen bay, lumsden, sk, S0G 3C0",50.643840999999995,-104.87462
Luther Special Care Home,Other,"1212, osler street, saskatoon, sk, S7N 0T9",52.126672,-106.639456
Maidstone Health Complex,Hospital,"214, 5 ave e, maidstone, sk, S0M 1M0",53.090537,-109.29367
Mainprize Manor & Health Centre,Clinic,"206, south street, midale, sk, S0C 1S0",49.391955,-103.405656
Grant St. West,Other,"2375, grant st, abbotsford, bc, V2T 2M8",49.0453384,-122.3443139
Manitou Health Centre,Clinic,"105, 2 avenue w, neilburg, sk, S0M 2C0",53.086859,-109.288608
Manitou Lodge,Other,"NA, NA, watrous, sk, S0K 4T0",51.67472,-105.456189
Maple Creek Hospital,Hospital,"575, hwy 21 s, maple creek, sk, S0N 1N0",49.90328,-109.49
Maryfield Health Centre,Clinic,"233, main street, maryfield, sk, S0G 3K0",49.8374043,-101.5238092
Maximily Medical Clinic,Clinic,"3100, dewdney avenue, regina, sk, S4T 0Y4",50.4554,-104.625605
Meadow Lake Community Services,Clinic,"9-711, centre street, meadow lake, sk, S9X 1E6",54.12368000000001,-108.433387
Meadow Lake Home Care Services,Other,"7-711, centre street, meadow lake, sk, S9X 1E6",54.12368000000001,-108.433387
Meadow Lake Primary Health Care Centre,Clinic,"218, centre street, meadow lake, sk, S9X 1Z1",54.130877000000005,-108.433251
Meadow Primary Health Care Centre,Clinic,"4006, dewdney avenue, regina, sk, S4T 1A2",50.455290999999995,-104.638929
Granville House,Other,"7315, no 4 road, richmond, bc, V6Y 2T4",49.160059999999994,-123.114
Melfort Hospital,Hospital,"510, broadway avenue, melfort, sk, S0E 1A0",52.865784,-104.614632
Mennonite Nursing Home,Other,"NA, po box 370 hwy 11, rosthern, sk, S0K 3R0",52.651918,-106.336717
Mental Health & Addiction Services,Other,"270, bradbrooke drive, yorkton, sk, S3N 2K6",51.201732,-102.480778
Mont St. Joseph Home,Other,"777, 28 st e, prince albert, sk, S6V 8C2",53.18703299999999,-105.732751
Montmartre Health Centre,Clinic,"237, 2 ave e, montmartre, sk, S0G 3M0",50.218136,-103.444401
Moose Jaw Union Hospital,Hospital,"455, fairford st e, moose jaw, sk, S6H 1H3",50.392480299999995,-105.5246872
Granville Medical Clinic,Clinic,"2578, granville street, vancouver, bc, V6H 3G8",49.262912,-123.138565
Mount Royal Collegiate Primary Health Team,Clinic,"2220, rusholme road, saskatoon, sk, S7L 4A4",52.133602,-106.70497400000001
Naicam Health Care Facility,Clinic,"305, 1 street s, naicam, sk, S0K 2Z0",52.416509999999995,-104.497942
New Hope Pioneer Lodge,Other,"123, government road n, stoughton, sk, S0G 4T0",49.685511,-103.021717
Nipawin Health Care Facility,Hospital,"800, 6 street e, nipawin, sk, S0E 1E0",53.356182,-104.004036
Nipawin Hospital,Hospital,"800, 6 st e, nipawin, sk, S0E 1E0",53.3559551,-104.0038797
Nokomis Health Centre,Other,"103, 2 avenue e nokomis sk sog 3ro, nokomis, sk, S0E 1E0",51.507839,-105.009923
Gray House,Other,"6957, gray ave, burnaby, bc, V5J 3Y9",49.2206634,-123.0000315
Normanview Mall Medi-Clinic,Clinic,"330, mccarthy blvd n, regina, sk, S4R 7M2",50.481376,-104.666148
Norquay Health Centre,Other,"NA, po box 190, norquay, sk, S0A 2V0",51.880519,-102.077116
Norquay Home Care Office,Other,"355, east road allowance s, norquay, sk, S0A 2V0",51.880519,-102.077116
Norquay Public Health Office,Clinic,"355, east road allowance s, norquay, sk, S0A 2V0",51.880519,-102.077116
North East (Public Health Office),Clinic,"#108-407, ludlow street, saskatoon, sk, S7S 1P3",52.148582,-106.572424
North Network (Public Health Office),Clinic,"204, wascana street, regina, sk, S7S 1P3",50.475266999999995,-104.640158
Northgate Medi Clinic,Clinic,"489, albert street n, regina, sk, S4R 3C3",50.482566,-104.615204
Northgate Medical Centre,Clinic,"2711, avonhurst dr, regina, sk, S4R 3J3",50.469763,-104.618967
Northland Pioneers Lodge,Other,"515, 3 street w, meadow lake, sk, S9X 1L1",54.127390000000005,-108.437823
Green Cross Medical Clinic and Pharmacy,Clinic,"115-6363, 168 street, surrey, bc, V3S 3Y2",49.117839,-122.756821
Meadow Lake Hospital,Hospital,"2 711, centre st, meadow lake, sk, S9X 1E6",54.123568799999994,-108.4347361
Nutana Collegiate - Primary Health Team,Clinic,"411, 11th street east, saskatoon, sk, S7N 0E9",52.119095,-106.661595
Oliver Lodge,Other,"1405, faulkner crescent, saskatoon, sk, S7L 3R5",52.142697,-106.690922
Oskayak High School - Primary Health Team,Clinic,"919, broadway ave, saskatoon, sk, S7N 1B8",52.116186,-106.65636
Our Neighbourhood Health Centre,Clinic,"1120, 20 street w, saskatoon, sk, S7M 0Y8",52.126487,-106.687044
Outlook Hospital,Hospital,"609, pangman st, outlook, sk, S0L 2N0",51.483632,-107.062979
Pangman Health Centre,Clinic,"211, keeler street, pangman, sk, S0C 2C0",49.6461658,-104.6644122
Greenlea Group Home,Other,"758, greenlea dr, victoria, bc, V8Z 3E6",48.494161,-123.3936
Paradise Hill Health Centre,Clinic,"NA, 1 ave, paradise hill, sk, S0M 2G0",53.536605,-109.457092
Park Plaza Medical Centre,Clinic,"2036, park street, regina, sk, S4N 2G6",50.446022,-104.573241
Parkland Place,Other,"402, bemister avenue e, melfort, sk, S0E 1A0",52.862193000000005,-104.599927
Parkridge Centre,Other,"110, gropper crescent, saskatoon, sk, S7M 5N9",52.127855,-106.729658
Pasqua Hospital,Hospital,"4101, dewdney avenue, regina, sk, S4T 1A5",50.454433,-104.638463
Pasqua South Medical Centre,Clinic,"3515, pasqua street, regina, sk, S4S 7G9",50.423482,-104.640386
Pinehouse Health Centre,Clinic,"NA, NA, pinehouse, sk, S0J 2B0",55.516703,-106.574177
Greenridge Place,Other,"970, greenridge cres, victoria, bc, V8X 3B9",48.466465,-123.36852
Pineview Hospital,Hospital,"NA, dr o k hjertaas dr, prince albert, sk, S6V 4B2",53.191545,-105.786266
Pioneers Lodge,Other,"1000, albert street, moose jaw, sk, S6H 2Y2",50.398647,-105.561871
Pleasant View Care Home,Other,"NA, po box 10, wadena, sk, S0A 4J0",51.94448,-103.802015
Ponteix Health Centre,Clinic,"428, 2 avenue, ponteix, sk, S0N 1Z0",49.746771,-107.494359
Population Health Services / Public Health Services,Clinic,"4910, 50 street, lloydminster, sk, S9V 0Y5",53.283455,-110.004157
Porcupine Carragana Hospital,Hospital,"NA, po box 70 windsor ave., porcupine plain, sk, S0E 1H0",52.596679,-103.262613
Greenwoods,Other,"133, blain rd, salt spring island, bc, V8K 1Z9",48.861709000000005,-123.51033
"Porteous Lodge, Jubilee Residences",Other,"833, avenue p n, saskatoon, sk, S7L 2W5",52.138106,-106.694706
Prairie Health Care Centre,Other,"517, 1 street n, cabri, sk, S7L 2W5",50.617064,-108.466807
Preeceville & District Health Centre,Other,"712, 7 street ne, preeceville, sk, S0A 3B0",51.956302,-102.655838
Preeceville Public Health and Physiotherapy Office,Clinic,"239, highway avenue e, preeceville, sk, S0A 3B0",51.953882,-102.666723
Preston Extendicare Special Care Home,Other,"2225, preston avenue, saskatoon, sk, S7J 2E7",52.102882,-106.621757
Greystone,Other,"19342, davison rd, pitt meadows, bc, V3Y 1A2",49.2271727,-122.6854977
Primary Health Centre,Clinic,"11427, railway avenue, north battleford, sk, S9A 3G8",52.759878,-108.27276100000002
Prince Albert Medical Clinic,Clinic,"681, 15 st w, prince albert, sk, S6V 7H9",53.199125,-105.773
Prince Albert Parkland Health Region Corporate Office,Clinic,"1521, 6 ave w, prince albert, sk, S6V 5K1",53.198665000000005,-105.770227
"Prince Albert, Lab Service Centre (South Hill Mall)",Clinic,"2995, 2 ave w, prince albert, sk, S6V 5V5",53.185035,-105.763018
Providence Place,Other,"100, 2 avenue ne, moose jaw, sk, S6H 1B8",50.390652,-105.530349
Public Health-Saskatoon Health (Wastrous),Clinic,"704, 4 street, watrous, sk, S0K 4T0",51.674064,-105.455631
Quill Lake Community Health & Social Centre,Clinic,"NA, NA, quill lake, sk, S0K 4T0",52.070969,-104.256447
Quill Plains Centennial Lodge,Clinic,"NA, NA, watson, sk, S0K 4V0",52.131211,-104.519125
Grief Point Residence,Other,"3463, marine avenue, powell river, bc, V8A 2H4",49.8095,-124.523809
Radville Marian Health Centre,Hospital,"840, conrad ave, radville, sk, S0C 2G0",49.46414,-104.305331
Raymore Community Health and Social Centre,Clinic,"806, 2 avenue, raymore, sk, S0A 3J0",51.408427,-104.524342
Red Coat Primary Health Care Clinic,Clinic,"131, 3 ave w, assiniboia, sk, S0H 0B0",49.631729,-105.9941
Redvers Health Centre,Hospital,"18, eichhorst street, redvers, sk, S0C 2H0",49.572789,-101.694417
Regent Park Medical Clinic,Clinic,"3847, sherwood drive, regina, sk, S4R 4A8",50.474249,-104.635786
Regina Beach Primary Health Care Centre,Clinic,"410, centre street, regina beach, sk, S0G 4C0",50.790597,-104.985697
Grosvenor House,Other,"2825, grosvenor rd, victoria, bc, V8M 3M8",48.4424098,-123.34666409999998
Regina General Hospital,Hospital,"1440, 14 ave, regina, sk, S4P 0W5",50.4439653,-104.6009937
Regina Medical Centre,Clinic,"2550, 12 avenue, regina, sk, S4P 3X1",50.449179,-104.617217
Regional Psychiatric Centre (Saskatoon),Hospital,"2520, central ave, saskatoon, sk, S7K 3X5",52.161772,-106.602866
River Heights Lodge,Other,"2001, 99 street, north battleford, sk, S7K 3X5",52.787328,-108.302776
Riverside Health Complex,Hospital,"NA, 1 st s, turtleford, sk, S0M 2Y0",53.388917000000006,-108.972809
Rochdale Crossing Medical Clinic,Clinic,"1452022, rochdale blvd, regina, sk, S4X 2P9",50.495829,-104.664075
Guildford Medical Clinic,Clinic,"14650, 104 avenue, surrey, bc, V3R 1M3",49.191481,-122.815324
Rose Valley Health Care Facility,Clinic,"119, mccallum street, rose valley, sk, S0E 1M0",52.287157,-103.812606
Rosetown and District Health Centre,Hospital,"409, highway 4 n, rosetown, sk, S0L 2V0",51.551089000000005,-107.997869
Ross Payant Nursing Home,Other,"300, jubilee place, assiniboia, sk, S0H 0B0",49.625849,-105.995597
Rosthern Hospital,Hospital,"2016, 2 st, rosthern, sk, S0K 3R0",52.6665813,-106.3332657
Royal University Hospital (Ruh),Hospital,"103, hospital drive, saskatoon, sk, S7N 0W8",52.130843,-106.641547
Guildford Seniors Village,Other,"14568, 104a ave, surrey, bc, V3R 1R3",49.192422,-122.8183
Samaritan Place,Other,"375, cornish road, saskatoon, sk, S7T 0P3",52.087101,-106.628703
Sandy Bay Health Centre,Clinic,"NA, NA, sandy bay, sk, S0P 0G0",55.527727,-102.317556
Santa Maria Senior Citizens Home,Other,"4215, regina avenue, regina, sk, S4T 6L8",50.434784,-104.639108
Saskatchewan Hospital,Hospital,"NA, NA, north battleford, sk, S9A 2X8",52.740533,-108.265676
Saskatchewan Hospital - North Battleford,Hospital,"1, jersey st, north battleford, sk, S9A 2X8",52.740568,-108.265385
Saskatoon City Hospital,Hospital,"701, queen street, saskatoon, sk, S7K 0M7",52.13643,-106.65391499999998
Saskatoon Community Clinic,Clinic,"455, second avenue n, saskatoon, sk, S7K 2C2",52.134538,-106.661507
Saskatoon Convalescent Home,Other,"101, 31 street w, saskatoon, sk, S7L 0P6",52.140002,-106.671376
Sexual Health Clinic - Access Place,Clinic,"101, 15 street e, prince albert, sk, S6V 1G1",53.198987,-105.750889
Gvcss - Steveston Group Home,Other,"10351, steveston hwy, richmond, bc, V7A 1N3",49.133770899999995,-123.1096721
Shaunavon Hospital and Care Centre,Hospital,"660, fourth st e, shaunavon, sk, S0N 2M0",49.6514731,-108.4048574
Shellbrook Hospital,Hospital,"NA, dr jlspencer drive, shellbrook, sk, S0J 2E0",53.218535,-106.401225
Shellbrook Primary Health Care Clinic,Clinic,"206, 2 ave w, shellbrook, sk, S0J 2E0",53.220490000000005,-106.392067
Sherbrooke Community Centre,Other,"401, acadia drive, saskatoon, sk, S7H 2E7",52.123048,-106.597067
Silver Heights Special Care Home,Other,"402, mclean street, raymore, sk, S0A 3J0",51.409658,-104.517993
Smeaton Health Care Facility,Clinic,"NA, 2 avenue w, smeaton, sk, S0J 2J0",53.492727,-104.806288
South East (Public Health Office),Clinic,"3006, taylor street e, saskatoon, sk, S7H 4J2",52.105032,-106.611186
South End Medical Clinic,Clinic,"2907, gordon rd, regina, sk, S4S 6H7",50.403868,-104.620872
South Hill Medical Practice,Clinic,"2685, 2 ave w, prince albert, sk, S6V 5E3",53.188956000000005,-105.760679
Gvcss - Williams Road Home,Other,"4811, williams rd, richmond, bc, V7E 1J7",49.1413308,-123.1724487
South/East Network (Public Health Office),Clinic,"1911, park street, regina, sk, S6V 5E3",50.448395,-104.571576
Southeast Integrated Care Centre  Moosomin,Hospital,"601, wright rd, moosomin, sk, S0G 3N0",50.136107,-101.656361
Southey Primary Health Care Centre,Clinic,"280, burns avenue mailing address, southey, sk, S0G 3N0",50.943196,-104.497961
Southwest Integrated Healthcare Facility,Clinic,"102, 5 ave w, maple creek, sk, S0N 1N0",49.90324,-109.489795
Spalding Community Health Centre,Clinic,"4co, spalding sk sok, spalding, sk, S0N 1N0",52.328761,-104.499409
Spiritwood and District Health Complex,Clinic,"400, 1 e, spiritwood, sk, S0J 2M0",53.361959,-107.520244
St. Ann's Senior Citizen's Village Corporation,Other,"2910, louise street, saskatoon, sk, S7J 3L8",52.100599,-106.608146
St. Anthony's Hospital,Hospital,"216, ancona st, esterhazy, sk, S0A 0X0",50.6504867,-102.0841431
St. Brieux Health Care Facility,Clinic,"200, 1 avenue n, st brieux, sk, S0K 3V0",52.637361,-104.890955
ST. JOSEPH'S HEALTH CENTRE (ÎLE DE LA CROSSE),Hospital,"NA, la jeunesse ave, île-à-la-crosse, sk, S0M 1C0",55.445653,-107.899584
St. Joseph's Home,Other,"33, valens drive, saskatoon, sk, S7L 3S2",52.146624,-106.68721
St. Joseph's Hospital,Hospital,"1174, nicholson road, estevan, sk, S4A 2V6",49.152536,-103.012175
St. Joseph's Hospital - Gravelbourg,Hospital,"216, bettez st, gravelbourg, sk, S0H 1X0",49.8742767,-106.5629233
St. Joseph's Integrated Care Centre,Hospital,"508, westmoor st, lestock, sk, S0A 2G0",51.314224,-103.9829201
St. Josephs Health Facility (Affiliated Health Centre),Clinic,"NA, highway 31 n, macklin, sk, S0L 2C0",52.335026,-109.936666
St. Mary's Villa,Other,"NA, NA, humboldt, sk, S0K 2A0",52.207025,-105.131484
St. Paul Lutheran Home,Other,"100, heritage drive, melville, sk, S0A 2P0",50.93911,-102.821524
St. Paul's Hospital,Hospital,"1702, 20 st w, saskatoon, sk, S7M 0Z9",52.126313,-106.696366
St. Peters Hospital,Hospital,"200, heritage dr, melville, sk, S0A 2P0",50.9376801,-102.8205106
St. Walburg Health Complex,Other,"410, 3 avenue w, st walburg, sk, S0M 2T0",53.631763,-109.208019
Stapleford Medical Clinic,Clinic,"372, mccarthy blvd n, regina, sk, S4R 7M2",50.483108,-104.665959
Stensrud Lodge,Other,"2202, mceown avenue, saskatoon, sk, S7J 3L6",52.10453,-106.617824
Strasbourg & District Health Centre,Clinic,"303, edward st, strasbourg, sk, S7J 3L6",51.072922,-104.958868
Student Health Centre - University of Saskatchewan,Clinic,"91, campus drive, saskatoon, sk, S7N 5E8",52.130915,-106.636071
Sunnyside Adventist Care Centre,Other,"2200, st henry avenue, saskatoon, sk, S7M 0P5",52.102903000000005,-106.681774
Sunrise Health & Wellness Centre,Clinic,"25-259, hamilton road, yorkton, sk, S7M 0P5",51.207335,-102.443842
